time	V(d)	V(nc0)	V(nc1)	V(nc2)	V(nc3)	V(vdd)	V(y)	V(z)	V(n001)	V(n002)	V(n003)	V(n004)	I(C0)	I(C1)	I(C2)	I(C3)
4.835609538571075e-09	1.800000e+00	9.084082e-04	9.560044e-04	1.067923e-03	1.394721e-03	1.800000e+00	8.653281e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-3.109211e-08	-6.544248e-08	-1.462098e-07	-3.820064e-07
4.866341282142563e-09	1.800000e+00	8.618713e-04	9.070292e-04	1.013214e-03	1.323252e-03	1.800000e+00	8.209982e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-2.950033e-08	-6.209211e-08	-1.387243e-07	-3.624388e-07
4.897073025714050e-09	1.800000e+00	8.175433e-04	8.603786e-04	9.611012e-04	1.255176e-03	1.800000e+00	7.787724e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-2.798403e-08	-5.890059e-08	-1.315937e-07	-3.437998e-07
4.927804769285538e-09	1.800000e+00	7.754242e-04	8.160526e-04	9.115854e-04	1.190494e-03	1.800000e+00	7.386507e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-2.654319e-08	-5.586793e-08	-1.248180e-07	-3.260894e-07
4.958536512857026e-09	1.800000e+00	7.355140e-04	7.740512e-04	8.646664e-04	1.129206e-03	1.800000e+00	7.006332e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-2.517783e-08	-5.299411e-08	-1.183973e-07	-3.093076e-07
4.989268256428513e-09	1.800000e+00	6.978127e-04	7.343745e-04	8.203444e-04	1.071312e-03	1.800000e+00	6.647198e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-2.388794e-08	-5.027915e-08	-1.123315e-07	-2.934544e-07
5.020000000000000e-09	1.800000e+00	6.623203e-04	6.970224e-04	7.786192e-04	1.016812e-03	1.800000e+00	6.309106e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-2.267352e-08	-4.772304e-08	-1.066207e-07	-2.785298e-07
5.040000000000001e-09	0.000000e+00	6.868263e-04	7.005385e-04	7.670170e-04	9.901989e-04	1.800000e+00	7.861394e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	7.168556e-08	6.178757e-08	1.380247e-08	-1.472756e-07
5.060000000000001e-09	0.000000e+00	7.444426e-04	7.295581e-04	7.717242e-04	9.733884e-04	1.800000e+00	8.047676e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	4.354713e-08	5.429094e-08	2.385528e-08	-1.216933e-07
5.080000000000001e-09	0.000000e+00	7.799643e-04	7.545847e-04	7.782939e-04	9.594067e-04	1.800000e+00	8.180598e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	2.749649e-08	4.581539e-08	2.870220e-08	-1.020141e-07
5.100000000000002e-09	0.000000e+00	8.027774e-04	7.754941e-04	7.856896e-04	9.476299e-04	1.800000e+00	8.278959e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.812976e-08	3.782234e-08	3.046340e-08	-8.641550e-08
5.120000000000002e-09	0.000000e+00	8.180939e-04	7.926642e-04	7.932976e-04	9.376188e-04	1.800000e+00	8.354172e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.250335e-08	3.085785e-08	3.040069e-08	-7.376189e-08
5.160000000000003e-09	0.000000e+00	8.367191e-04	8.179648e-04	8.078631e-04	9.216827e-04	1.800000e+00	8.460567e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	6.739415e-09	2.027558e-08	2.756668e-08	-5.458169e-08
5.220000000000004e-09	0.000000e+00	8.511121e-04	8.406554e-04	8.262221e-04	9.050315e-04	1.800000e+00	8.557549e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	3.350936e-09	1.089808e-08	2.131547e-08	-3.556449e-08
5.280000000000005e-09	0.000000e+00	8.588062e-04	8.530449e-04	8.399746e-04	8.940960e-04	1.800000e+00	8.614803e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.930007e-09	6.088194e-09	1.552172e-08	-2.353993e-08
5.331428571428577e-09	0.000000e+00	8.621992e-04	8.581518e-04	8.476547e-04	8.885552e-04	1.800000e+00	8.641401e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.400854e-09	4.322029e-09	1.189832e-08	-1.762120e-08
5.382857142857150e-09	0.000000e+00	8.650279e-04	8.623818e-04	8.541378e-04	8.839025e-04	1.800000e+00	8.663624e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	9.632007e-10	2.872988e-09	8.823107e-09	-1.265930e-08
5.434285714285722e-09	0.000000e+00	8.672924e-04	8.657350e-04	8.594239e-04	8.801382e-04	1.800000e+00	8.681473e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	6.170478e-10	1.741073e-09	6.296088e-09	-8.654212e-09
5.485714285714294e-09	0.000000e+00	8.689926e-04	8.682113e-04	8.635129e-04	8.772620e-04	1.800000e+00	8.694947e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	3.623951e-10	9.262833e-10	4.317263e-09	-5.605944e-09
5.537142857142867e-09	0.000000e+00	8.701285e-04	8.698107e-04	8.664050e-04	8.752741e-04	1.800000e+00	8.704046e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.992427e-10	4.286186e-10	2.886631e-09	-3.514495e-09
5.588571428571439e-09	0.000000e+00	8.707002e-04	8.705333e-04	8.681001e-04	8.741744e-04	1.800000e+00	8.708770e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.275906e-10	2.480789e-10	2.004193e-09	-2.379865e-09
5.640000000000011e-09	0.000000e+00	8.707077e-04	8.703790e-04	8.685982e-04	8.739630e-04	1.800000e+00	8.709120e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.474388e-10	3.846644e-10	1.669947e-09	-2.202053e-09
5.957142857142872e-09	0.000000e+00	8.711978e-04	8.710118e-04	8.700029e-04	8.730412e-04	1.800000e+00	8.713134e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	8.346911e-11	2.176823e-10	9.458565e-10	-1.247010e-09
6.274285714285731e-09	0.000000e+00	8.715783e-04	8.715032e-04	8.710936e-04	8.723255e-04	1.800000e+00	8.716251e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	3.380172e-11	8.804351e-11	3.836082e-10	-5.054555e-10
6.591428571428592e-09	0.000000e+00	8.718493e-04	8.718530e-04	8.718704e-04	8.718158e-04	1.800000e+00	8.718471e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-1.563320e-12	-4.251924e-12	-1.679792e-11	2.261108e-11
6.908571428571452e-09	0.000000e+00	8.720107e-04	8.720613e-04	8.723331e-04	8.715121e-04	1.800000e+00	8.719793e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-2.262602e-11	-5.920400e-11	-2.553617e-10	3.371897e-10
7.225714285714312e-09	0.000000e+00	8.720625e-04	8.721282e-04	8.724819e-04	8.714145e-04	1.800000e+00	8.720218e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-2.938638e-11	-7.681271e-11	-3.320833e-10	4.382803e-10
7.542857142857173e-09	0.000000e+00	8.720048e-04	8.720536e-04	8.723167e-04	8.715230e-04	1.800000e+00	8.719745e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-2.184439e-11	-5.707807e-11	-2.469626e-10	3.258830e-10
7.860000000000032e-09	0.000000e+00	8.718375e-04	8.718375e-04	8.718375e-04	8.718375e-04	1.800000e+00	8.718375e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-5.547155e-17	-6.465868e-17	4.071501e-16	-2.362148e-15
1.851999999999977e-08	0.000000e+00	8.718374e-04	8.718374e-04	8.718374e-04	8.718374e-04	1.800000e+00	8.718374e-04	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-1.383419e-16	-2.766846e-16	-5.533666e-16	-1.106735e-15
