time	V(y)	V(z)
0.000000000000000e+00	1.800000e+00	4.998462e-09
4.000000000000000e-20	1.692122e+00	5.450751e-09
7.657142857142861e-19	1.692233e+00	5.450264e-09
1.491428571428572e-18	1.692316e+00	5.449902e-09
2.217142857142858e-18	1.692370e+00	5.449665e-09
2.942857142857145e-18	1.692395e+00	5.449554e-09
3.668571428571431e-18	1.692392e+00	5.449568e-09
4.394285714285716e-18	1.692360e+00	5.449707e-09
5.120000000000000e-18	1.692300e+00	5.449972e-09
5.553520640000001e-12	1.692300e+00	5.449972e-09
5.556142080000000e-12	1.685230e+00	5.482289e-09
5.558108160000000e-12	1.643808e+00	5.681020e-09
5.560729600000000e-12	1.609292e+00	5.857644e-09
5.565972480000000e-12	1.574145e+00	6.049402e-09
5.576458240000000e-12	1.538215e+00	6.258747e-09
5.597429760000000e-12	1.502215e+00	6.483534e-09
5.639372800000000e-12	1.466306e+00	6.724457e-09
5.723258880000000e-12	1.430438e+00	6.983679e-09
5.891031040000000e-12	1.394575e+00	7.263639e-09
6.226575360000000e-12	1.358713e+00	7.566978e-09
6.897664000000001e-12	1.322833e+00	-8.350374e-09
8.239841280000002e-12	1.287331e+00	1.018696e-04
1.092419584000000e-11	1.251044e+00	1.597205e-03
1.629290496000000e-11	1.210629e+00	5.642145e-03
2.000000000000000e-11	1.189292e+00	8.946067e-03
2.741419007999999e-11	1.175998e+00	1.147048e-02
4.224257023999999e-11	1.152370e+00	1.692318e-02
6.224257024000000e-11	1.121793e+00	2.608423e-02
8.224257024000001e-11	1.091551e+00	3.793835e-02
1.022425702400000e-10	1.061691e+00	5.305169e-02
1.222425702400000e-10	1.032140e+00	7.231534e-02
1.422425702400000e-10	1.002969e+00	9.704299e-02
1.622425702400000e-10	9.742205e-01	1.295370e-01
1.822425702400000e-10	9.459401e-01	1.748234e-01
2.022425702400001e-10	9.181743e-01	2.476390e-01
2.047425702400000e-10	9.147455e-01	2.610857e-01
2.097425702400001e-10	9.079081e-01	2.951929e-01
2.109925702400001e-10	9.062054e-01	3.065237e-01
2.134925702400000e-10	9.028051e-01	3.355136e-01
2.184925702400001e-10	8.960330e-01	1.476769e+00
2.284925702400000e-10	8.826060e-01	1.549501e+00
2.484925702400001e-10	8.562534e-01	1.620942e+00
2.684925702400000e-10	8.306277e-01	1.664974e+00
2.884925702400000e-10	8.058164e-01	1.694319e+00
3.084925702400000e-10	7.819026e-01	1.716665e+00
3.284925702400000e-10	7.588940e-01	1.734082e+00
3.484925702400000e-10	7.367514e-01	1.747846e+00
3.684925702399999e-10	7.154074e-01	1.758878e+00
3.884925702399999e-10	6.947694e-01	1.767811e+00
4.084925702399999e-10	6.747355e-01	1.775092e+00
4.284925702399999e-10	6.552072e-01	1.781044e+00
4.484925702399999e-10	6.360979e-01	1.785902e+00
4.684925702399999e-10	6.173372e-01	1.789842e+00
4.884925702399999e-10	5.988724e-01	1.792994e+00
5.084925702400000e-10	5.806682e-01	1.795463e+00
5.284925702400000e-10	5.627056e-01	1.797329e+00
5.484925702400001e-10	5.449791e-01	1.798659e+00
5.684925702400001e-10	5.274938e-01	1.799511e+00
5.884925702400001e-10	5.102628e-01	1.799934e+00
6.084925702400002e-10	4.933043e-01	1.800000e+00
6.484925702400002e-10	4.602885e-01	1.800000e+00
6.884925702400003e-10	4.286156e-01	1.800000e+00
7.084925702400003e-10	4.133295e-01	1.800000e+00
7.284925702400004e-10	3.984304e-01	1.800000e+00
7.484925702400004e-10	3.839296e-01	1.800000e+00
7.884925702400005e-10	3.561534e-01	1.800000e+00
8.284925702400005e-10	3.300361e-01	1.800000e+00
8.684925702400006e-10	3.055755e-01	1.800000e+00
9.084925702400007e-10	2.827412e-01	1.800000e+00
9.484925702400006e-10	2.614826e-01	1.800000e+00
1.008492570240000e-09	2.324065e-01	1.800000e+00
1.068492570240000e-09	2.064812e-01	1.800000e+00
1.128492570240000e-09	1.834412e-01	1.800000e+00
1.188492570240000e-09	1.630197e-01	1.800000e+00
1.248492570240000e-09	1.449579e-01	1.800000e+00
1.308492570239999e-09	1.290108e-01	1.800000e+00
1.368492570239999e-09	1.149498e-01	1.800000e+00
