time	V(y)	V(z)
4.843867615046222e-09	6.514119e-04	1.800000e+00
4.887900711284666e-09	6.327559e-04	1.800000e+00
4.931933807523111e-09	6.151897e-04	1.800000e+00
4.975966903761556e-09	5.987134e-04	1.800000e+00
5.020000000000000e-09	5.833269e-04	1.800000e+00
5.040000000000001e-09	8.013171e-04	1.800000e+00
5.060000000000001e-09	8.559956e-04	1.800000e+00
5.080000000000001e-09	8.991550e-04	1.800000e+00
5.100000000000002e-09	9.364957e-04	1.800000e+00
5.120000000000002e-09	9.705744e-04	1.800000e+00
5.160000000000003e-09	1.033590e-03	1.800000e+00
5.200000000000004e-09	1.092224e-03	1.800000e+00
5.240000000000004e-09	1.149520e-03	1.800000e+00
5.280000000000005e-09	1.205480e-03	1.800000e+00
5.320000000000006e-09	1.260104e-03	1.800000e+00
5.360000000000006e-09	1.313390e-03	1.800000e+00
5.400000000000007e-09	1.365340e-03	1.800000e+00
5.440000000000008e-09	1.415953e-03	1.800000e+00
5.614285714285725e-09	1.626222e-03	1.800000e+00
5.788571428571442e-09	1.826945e-03	1.800000e+00
5.962857142857160e-09	2.018121e-03	1.800000e+00
6.137142857142877e-09	2.199752e-03	1.800000e+00
6.311428571428595e-09	2.371837e-03	1.800000e+00
6.485714285714312e-09	2.534376e-03	1.800000e+00
6.660000000000029e-09	2.687369e-03	1.800000e+00
7.054285714285738e-09	3.007165e-03	1.800000e+00
7.448571428571448e-09	3.307407e-03	1.800000e+00
7.842857142857158e-09	3.588095e-03	1.800000e+00
8.237142857142866e-09	3.849229e-03	1.800000e+00
8.631428571428577e-09	4.090810e-03	1.800000e+00
9.025714285714286e-09	4.312836e-03	1.800000e+00
9.419999999999994e-09	4.515309e-03	1.800000e+00
1.023714285714283e-08	4.899128e-03	1.800000e+00
1.105428571428567e-08	5.256413e-03	1.800000e+00
1.187142857142851e-08	5.587162e-03	1.800000e+00
1.268857142857135e-08	5.891376e-03	1.800000e+00
1.350571428571418e-08	6.169055e-03	1.800000e+00
1.432285714285702e-08	6.420200e-03	1.800000e+00
1.513999999999986e-08	6.644810e-03	1.800000e+00
1.833999999999978e-08	7.436162e-03	1.800000e+00
2.000000000000000e-08	7.784826e-03	1.800000e+00
